name,refcount
golang-github-gin-contrib-cors-dev,1
librust-snafu-derive-0.7+unstable-backtraces-impl-std-dev,1
gfortran-11-mipsel-linux-gnu,2
syncthing,1
librust-stable-deref-trait-1+default-dev,8
libextutils-hascompiler-perl,1
python3-gevent-websocket,4
libmagic-mime-ocaml-dev-nu239,1
libevt-utils,1
qml-module-org-kde-bluezqt,77
linux-image-6.1.0-22-amd64-dbg,2
xsettings-kde,1
librust-gtk4-dev,1
fonts-sambhota-tsugring,1
fonts-lyx,237
libdist-zilla-plugin-bootstrap-lib-perl,1
python3-pymeeus,4
hp2xx,1
ruby-sigdump,2
zerofree,40
gobgpd,1
lua-cjson,2
gfortran-12-multilib-i686-linux-gnu,2
libmatch-simple-xs-perl,1
librust-itertools-num-dev,1
bmt,1
librust-document-features-dev,1
librust-rand-core-0.6+std-dev,2
python-pybtex-docutils-doc,1
libstd-rust-web-1.70,4
librust-gdk-0.14+v3-22-dev,2
gdc-12-mipsisa32r6el-linux-gnu,4
libefiboot-dev,1
xfonts-intl-european,1
cl-esrap,2
fasta3-doc,1
libhash-merge-perl,95
prometheus-snmp-exporter,1
lua-cyrussasl,2
golang-github-sirupsen-logrus-dev,56
ruby-recursive-open-struct,2
php-composer-spdx-licenses,3
ksirk,3
senlin-common,5
mythes-lv,1
librcsb-core-wrapper0,3
libdate-calc-xs-perl,1
quantum-espresso,2
libeclipse-wst-xsd-core-java,1
libkf5itemmodels5,143
librust-winapi-0.3+minwinbase-dev,5
qml6-module-qtquick3d-physics,1
qml-module-org-kde-alkimia,2
librust-enumflags2-derive-0.6.4+not-literal-dev,1
fonts-material-design-icons-iconfont,4
freefem,2
gkrellmwireless,1
texworks-help-en,1
libgme0,651
node-encodeurl,9
task-marathi-desktop,1
prometheus-frr-exporter,1
python3-cdo,1
golang-github-shurcool-gopherjslib-dev,1
hunspell-pt-pt,5
libcryptui0a,5
gis-tasks,9
librust-paste-dev,1
libjs-blueimp-md5,1
default-logind,932
libpaho-mqttpp3-1,2
python3-vobject,10
golang-github-evilsocket-recording-dev,1
geany-plugin-automark,2
libio-fdpass-perl,4
libghc-idna-prof,1
kraken,1
dpf-plugins-ladspa,2
libsamplerate-ocaml-dejr8,1
libxosd2,13
fonts-compagnon,1
liblink-grammar-java,1
librust-lock-api-0.4+default-dev,3
ruby-fssm,1
node-restore-cursor,9
lib32ncursesw6,3
liburi-ws-perl,2
libghc-web-routes-boomerang-prof,1
python3-kiwisolver,231
node-color-name,124
dns-root-data,17
octave-ga,1
abpoa,1
libdist-inkt-role-release-perl,2
libattribute-storage-perl,2
ruby-gssapi,2
piuparts-master-from-git-deps,1
libfeed-find-perl,9
games-fps,1
boohu,1
mia-doctools,3
libapache-ssllookup-perl,1
python3-gensim,1
dialign-tx-data,2
lxqt-sudo,6
efibootmgr,2
wordgrinder,1
libkf5holidays-dev,1
libjs-mustache,4
python3-extra-data,2
libfm-tools,1
zita-ajbridge,1
libpod-coverage-perl,8
libghc-monad-par-extras-doc,1
libmono-system-numerics4.0-cil,340
libmemkind-dev,1
libhangul1,6
libomnievents-dev,1
libhugs-mtl-bundled,1
sosreport,2
gemma-doc,1
libpaps0,3
libompl16,3
libbytecode-java,4
lomiri-wallpapers-16.04,8
python-django-assets-doc,1
libsolv1,21
eqonomize-doc,1
profnet-con,1
librust-section-testing-dev,1
python3-superqt,1
numlockx,1
wcanadian-large,3
pcmanfm-qt,5
pure-ftpd-ldap,1
spew,1
libgraphviz-perl,17
librust-proc-macro2+default-dev,1
libfarmhash0,6
libgcr-3-dev,2
r-cran-hdf5r,1
libzephyr4,52
php8.2-xdebug,3
librust-sval-derive-1+default-dev,1
liburfkill-glib-dev,1
libjchart2d-java,2
wims-help,1
ruby-hamlit,1
percona-toolkit,1
znc-tcl,1
libghc-xss-sanitize-dev-0.3.7-e1517,6
python3-pygpu,1
libobjc4-alpha-cross,6
node-mess,1
fbautostart,1
wordplay,1
librust-lyon-path+serialization-dev,1
wit,1
gambas3-gb-report,1
libcgif0,9
golang-github-fogleman-gg-dev,3
lomiri-url-dispatcher-testability,1
gir-to-d,1
librust-trust-dns-server+dnssec-ring-dev,3
libxcb-sync1,5169
libghc-bytestring-conversion-dev,2
botch-doc,1
libcunit1-doc,1
hunspell-uz,2
libghc-psqueue-doc,1
librust-pyo3-ffi-0.17.3+abi3-py39-dev,1
libreoffice-l10n-fr,4
python-sphinx-click-doc,1
mactelnet-server,1
fonts-smc-gayathri,4
libreoffice-l10n-ko,3
ruby-string-direction,1
librust-snafu-derive-0.7+rust-1-46-dev,1
alfa,1
gnat-12-mipsisa32r6el-linux-gnu,1
ruby-omniauth-dingtalk-oauth2,1
libc-dev-bin,3178
python3-pyflakes,46
erlang-examples,1
libgd-barcode-perl,2
python3-pyside2.qt3dlogic,1
mate-control-center,9
cinnamon-control-center,8
libghc-copilot-language-prof-3.13-5988e,2
libnet-prometheus-perl,1
libgio-cil,4
libarchive-any-lite-perl,7
php-symfony-var-dumper,19
librust-clap-complete-3-dev,1
libportal-dev,4
liblc3-dev,1
libghc-gtk-sni-tray-doc,1
libsocket-wrapper,1
latex2html,3
librust-bit-vec-dev,1
libgmp-ocaml,1
ruby-sys-proctable,3
the,1
libnm0,185
libtext-balanced-perl,12
python3-timeline,1
libplack-middleware-expires-perl,1
libprotobuf-java,21
pokerth-data,3
floppyd,1
astrometry-data-tycho2-08,2
libusbgx-dev,1
python3-pylsp-isort,1
golang-github-jacobsa-timeutil-dev,3
ruby-unicode-display-width,33
gm2-11-mipsisa32r6-linux-gnu,1
kapptemplate,2
firefox-esr-l10n-lij,3
pd-ambix,1
libpotemkin-clojure,4
libn32gphobos-11-dev-mips64r6el-cross,2
libghc-th-extras-dev-0.0.0.6-baa32,6
stetl,1
dict-freedict-pol-fin,1
python3-plaster,8
golang-github-google-go-intervals-dev,7
libghc-sdl-image-prof,1
ii,1
r-cran-dosnow,1
retroarch-assets,16
golang-github-cznic-sortutil-dev,4
node-leaflet.markercluster,1
bgpq4,1
pkg-perl-autopkgtest,1
gdl-coyote,1
osdclock,1
libomnithread4-dev,4
libvpoll0,2
libhttp-link-perl,3
libnfc-bin,1
python3-django-cte,1
librust-semver-parser-0.7-dev,1
bosixnet-webui,1
valgrind-dbg,1
soapaligner,1
ibus-anthy,2
node-yajsml,1
osspd,7
qml-module-qtquick2,337
tmuxinator,1
libn32objc4-mips64r6el-cross,9
education-physics,1
php-random-compat,3
golang-github-gin-contrib-gzip-dev,1
libsiscone-spherical-dev,4
dav1d,1
libghc-rio-prettyprint-prof-0.1.1.0-152c3,2
libfonts-java-doc,1
dh-buildinfo,6
mediaconch-gui,1
calculix-ccx-doc,1
libraw1394-doc,1
gem-doc,1
efax-gtk,1
libcgi-application-plugin-autorunmode-perl,5
librust-env-logger-0.9+default-dev,6
ruby-attr-required,6
libjgoodies-binding-java,1
gimp-help-fr,1
libmaven-bundle-plugin-java,7
libghc-language-c99-simple-prof-0.2.2-2f4b4,1
python3-dicttoxml,3
python3-transaction,3
libcatalyst-plugin-i18n-perl,2
qtquickcontrols2-5-doc-html,2
liblscp-doc,1
librte-mempool-dpaa23,12
libmariadbd19,3
lcl-utils,1
libatk-bridge2.0-0,2696
ros-base,14
graphicsmagick,6
python3-aiohttp-openmetrics,1
python3-kitchen,14
x2gothinclient-smartcardrules,1
librust-wasm-bindgen+xxx-debug-only-print-generated-code-dev,1
kjumpingcube,3
ddclient,1
libgnuradio-qtgui3.10.5,8
libbondcpp-dev,18
libweupnp-java,1
liblablgtk-extras-ocaml-dev,1
binutils-arc-linux-gnu,15
python3-social-django,4
webalizer,1
librust-nodrop+use-union-dev,1
libghc-quickcheck2-doc,1
libnamespace-autoclean-perl,485
python3-sphinx-a4doc,1
libosgi-core-java-doc,2
cl-sql-postgresql-socket,2
hackrf-doc,1
mhc,1
xfonts-intl-arabic,1
librust-crossbeam-0.8+default-dev,2
postgresql-15-postgis-3-scripts,4
keyboard-configuration,92
python3-pyisomd5sum,1
puppet-agent,104
libghc-boxes-dev-0.1.5-fe15f,5
libqwt-qt5-6,58
cairo-dock-musicplayer-plug-in,7
ruby-omniauth-atlassian-oauth2,1
dopewars-data,2
golang-github-adtac-go-akismet-dev,1
libghc-template-haskell-compat-v0208-doc,1
psmisc,1130
jruby,7
ruby-systemu,9
libghc-diff-dev,2
librust-lmdb-sys-dev,1
g++-m68k-linux-gnu,1
x86dis,1
python3-subunit,36
libctemplate3,3
python-djantic-doc,1
kanboard,1
libkf5mediaplayer-dev,1
libvslvm-dev,1
python-testtools-doc,1
mupen64plus-input-all,3
r-cran-findpython,2
libcrack2-dev,1
uim-ipa-x-sampa,1
libkf5akonadisearchpim5,35
libghc-gio-prof,1
cyrus-caldav,1
shairplay,1
budgie-workspace-stopwatch-applet,1
libgyoto8,6
lib64objc-12-dev-mipsr6-cross,5
xorg-docs,1
libigraph-doc,2
rust-web-src,1
libpmemobj1-debug,1
libkf5completion-doc,1
plip,1
librust-dyn-clone-dev,1
libfile-sharedir-perl,482
librust-pathdiff-dev,1
widemargin,1
wget2-dev,1
python-cotyledon-doc,1
r-bioc-keggrest,50
ampliconnoise,1
libqrcodegencpp1,3
libstoken-dev,2
g++-multilib-mipsisa64r6el-linux-gnuabi64,2
daemontools-run,1
coinor-libosi-doc,1
libgtk3-nocsd0,2
polenum,3
libdrumstick-alsa2,6
libghc-dav-dev,2
qt6-virtualkeyboard-plugin,1
simutrans-pak64,2
libpmem1-debug,5
python3-ordered-set,5
confy,1
libpwquality-tools,15
libmbt1,9
libpwiz-dev,1
inform6-compiler,1
libghc-aeson-qq-dev,2
golang-github-virtuald-go-ordered-json-dev,1
libkkc-dev,1
libamtk-5-0,36
libobject-realize-later-perl,8
kaptive-example,1
python3-image-geometry,3
libcsexp-ocaml-dev-6xup4,1
r-cran-fnonlinear,1
mcu8051ide,1
qml-module-qtpublishsubscribe,1
gnome-panel,5
libjs-elycharts,2
golang-github-franela-goreq-dev,1
golang-go-zfs-dev,7
libpegdown-java,1
libkf5purpose5,76
mmseqs2,1
libghc-unlambda-doc,1
libxml-parser-perl,198
tiatracker,1
libreoffice-l10n-uk,2
gcc-avr,7
cutils,1
libxwiimote-dev,1
libghc-disk-free-space-doc,1
libca-certs-ocaml,1
icinga2-ido-mysql,1
dlmodelbox,1
python3-cxx-dev,1
qjackctl,1
libwin-hivex-perl,7
elpa-lsp-treemacs,3
ruby-license-finder,1
python3-xdmf,1
r-cran-plotrix,18
libcgi-fast-perl,7
node-destroy,5
masakari-instance-monitor,1
librust-geo-types-0.7+default-dev,1
dpkg-cross,17
python3-sparqlwrapper,3
tachyon-bin-nox,8
libghc-tabular-dev-0.2.2.8-b9d0c,4
sugar-terminal-activity,2
python3-mypy-extensions,60
task-basque-desktop,1
qemu-user-binfmt,1
libx11-xcb1,6303
tecnoballz,1
asterisk-core-sounds-ru-wav,1
python3-msmb-theme,1
tcptrack,1
libxml-treepp-perl,11
python3-pybind11,21
openstack-tempest-ci-live-booter,1
nginx-confgen,1
umview-mod-umfusefat,1
kdenetwork-filesharing,1
tth,1
libpetsc64-real3.18,18
libghc-unicode-collation-prof-0.1.3.3-72821,2
byacc-j,1
librust-pyo3-macros-backend-0.17.3+default-dev,3
puppet-module-camptocamp-kmod,7
r-cran-markdown,11
seqprep-data,1
r-cran-bradleyterry2,1
libticables-dev,2
python3-hexbytes,1
libslf4j-java,357
librhonabwy1.1,7
xscreensaver-gl-extra,1
manpages-it-dev,1
libgrok-dev,1
gir1.2-malcontent-0,6
gir1.2-matemenu-2.0,25
libnfc6,16
rofi-dev,1
libantelope-java,1
gem-plugin-assimp,1
python-discord-doc,1
libluv-unix-ocaml-lqh22,1
lxd-client,2
praelector,1
jellyfish,2
orage,1
w3m-el,2
libhidapi-hidraw0,34
libghc-half-dev-0.3.1-4a320,4
python3-matrix-nio-doc,1
migrationtools,1
librust-cssparser-0.29+default-dev,1
fonts-ocr-a,1
libime-data-language-model,33
librust-md-5-0.10-dev,1
libghc-lukko-doc,1
libplanarity-dev,7
libdotconf-dev,1
xcvt,1
golang-github-rwcarlsen-goexif-dev,6
stun-server,1
postgresql-15-pllua,1
ckati,1
bazel-bootstrap-source,1
libhtml-table-perl,1
librust-semver-parser-dev,1
lambda-align,1
ruby-fog-vmfusion,1
irstlm,1
libvmmlib-dev,1
libtagc0,18
klavaro,1
rapmap-example-data,1
liblwt-ssl-ocaml,1
ulcc,1
libghc-primes-dev,2
osmo-libasn1c1,12
python3-sphinxcontrib.actdiag,1
nut-modbus,1
serf,1
libpromod3-sidechain3.2,6
python3-securesystemslib,3
task-macedonian-desktop,1
python3-gengeo,2
gobjc++-aarch64-linux-gnu,1
libgeners1,5
pcp-import-mrtg2pcp,1
sword-dict-naves,1
qcoro-qt5-dev,1
lua-ldap,2
libghc-integer-logarithms-dev,2
libzemberek-tk-java,1
libghc-rsa-prof-2.4.1-b8505,1
ace-of-penguins,1
libfreefem-doc,1
libjava-allocation-instrumenter-java-doc,1
libjs-hooker,1
orthanc-neuro,1
webext-bulk-media-downloader,1
x11proto-core-dev,972
libparams-classify-perl,1112
libpuzzle-bin,1
python3-libpysal,1
libfinance-bank-ie-permanenttsb-perl,1
libjs-janus-gateway,2
libjchart2d-java-doc,1
librust-grep-cli-0.1+default-dev,2
libghc-adjunctions-doc,1
lfm,1
libkf5idletime-dev,1
golang-gopkg-h2non-gock.v1-dev,2
libyang2-dev,2
libmatemixer-dev,1
libgsl0-dev,2
gcc-12-aarch64-linux-gnu-base,23
php-doctrine-lexer,24
libtolua++5.1-dev,1
firefox-esr-l10n-fr,4
gnumach-image-1.8-486-dbg,1
lxhotkey-core,6
ansiweather,1
qt5-flatpak-platformtheme,1
libscotch-dev,61
libusbmuxd-tools,1
qt5-doc-html,1
libghc-wai-extra-dev-3.1.12.1-75294,12
fraqtive,1
xdoctest,1
mini-soong,1
libtulip-python-5.4,3
libdata-treedumper-perl,3
librlog-dev,1
libqfits-dev,1
xmds2,1
python3-milter,5
libpolyml-dev,1
rust-gdb,2
libsqlite3-ocaml-3evj3,2
librust-libloading-0.7+default-dev,8
ir.lv2,1
net-tools,63
libcommons-el-java,1
libproguard-java,7
lirc,2
libtrilinos-epetraext-dev,3
tcm,1
libn32gphobos3-mipsel-cross,4
libghc-http-link-header-prof,1
libfast5-dev,1
libghc-yi-mode-javascript-dev,2
nncp,1
libdbix-class-tree-nestedset-perl,4
proftpd-mod-ldap,1
libjavascript-beautifier-perl,1
erlang-unicode-util-compat,28
libpcl-sample-consensus1.13,18
rubberband-lv2,1
libwpewebkit-1.1-0,4
libjs-markdown-it-html5-embed,2
moria,1
msc-generator-doc,1
libpcl-tracking1.13,5
golang-github-rcrowley-go-metrics-dev,34
shrinksafe,1
swift-drive-audit,1
libmopac7-1gf,6
groonga-munin-plugins,1
libgclib-dev,1
golang-github-ianlancetaylor-demangle-dev,20
libaspect-perl,1
libghc-ghc-lib-parser-ex-prof,1
drumgizmo,1
php-symfony-gateway-api-notifier,1
libimporter-perl,11
python3-aodh,9
libpgf7,2
vitrage-common,8
golang-github-go-delve-liner-dev,1
python3-nanoget,3
elpa-gitignore-mode,2
libatompub-perl,2
mousetweaks,1
libc6-x32-i386-cross,62
gir1.2-cvc-1.0,12
tesseract-ocr-script-hebr,4
python3-pylast,2
gridengine-common,6
git-bump,1
libdevice-gsm-perl,1
libolm-dev,1
golang-github-charmbracelet-lipgloss-dev,4
libmono-system-reflection-context4.0-cil,36
libshairport2,2
librust-mime-guess-2+default-dev,2
libkf5jsembed-dev,1
librust-futures-sink-0.3-dev,6
node-typestyle,1
spampd,1
lib32quadmath0,47
lib64objc4-x32-cross,6
node-d3-shape,8
libgphobos-11-dev-mips64r6el-cross,3
task-swedish-kde-desktop,1
saint,1
libpfm4,67
libghc-monad-logger-dev-0.3.37-f6597,16
bogofilter-sqlite,1
ruby-dry-inflector,6
libdeal.ii-dev,1
librust-linux-raw-sys-0.0.46+ioctl-dev,1
libghc-vector-binary-instances-doc,1
electronics-gadgets,1
libterm-readkey-perl,181
libmeanwhile1,37
hexcompare,3
libghc-hostname-doc,1
ibus-typing-booster,1
plzip,22
libcglm-doc,1
libisospec++-doc,1
libmobi-tools,1
node-timers-browserify,3
libvorbis-ocaml-jxl59,1
libghc-twitter-conduit-prof,1
librust-image-0.24+jpeg-dev,2
uni2ascii,3
python3-wxgtk-media4.0,1
libcue-dev,1
simutrans-data,2
rime-data-luna-pinyin,17
node-es6-error,12
libhypre64-dev,1
libcaribou-gtk-module,2
librust-matchers-0.1+default-dev,1
libgphoto2-6,245
libmagickcore-6.q16-6,265
librust-alloc-stdlib-0.2+default-dev,1
aspell-pt,1
dict-freedict-fra-swe,1
node-d3-geo,8
ibrazilian,1
libghc-generic-trie-dev,2
pan-powder,1
mesa-vdpau-drivers,3
libluksde-dev,1
capirca-docs,1
libnginx-mod-http-set-misc,1
postgresql-15-pg-fact-loader,1
libmount1,12702
tracker-extract,29
libghc-bsb-http-chunked-dev-0.0.0.4-73a43,2
elpa-super-save,1
r-cran-purrrlyr,1
elpa-diminish,5
libmoosex-types-varianttable-perl,2
libmessaging-menu-dev,1
libgkeyfile-cil-dev,1
node-pkg-up,2
dict-freedict-spa-deu,1
das-watchdog,1
r-doc-html,1
r-cran-futile.options,61
libjellyfish-2.0-2,7
libpoconetssl80,7
gem-plugin-unicap,1
stacer,1
libsuma-dev,1
basket-data,2
mmdb-bin,1
freewnn-kserver,1
librust-unic-ucd-segment-0.9+default-dev,1
libadwaitaqt6-1,3
augeas-lenses,162
librust-precomputed-hash-0.1+default-dev,2
libghc-cryptonite-dev,2
librust-value-bag-1.0.0+error-dev,1
libgetopt-usaginator-perl,1
python3-buildbot-doc,1
libeclipse-core-filesystem-java,56
liblaser-geometry0d,16
ruby-cliver,2
libtest-dir-perl,1
libcitygml-dev,1
libminion-perl,3
r-cran-dygraphs,5
libfile-sharedir-par-perl,1
libjruby-utils-clojure,5
musl,3
libmoosex-types-email-perl,1
live-manual-txt,2
uim-el,1
dde-qt5integration,5
krb5-k5tls,1
php-twig-html-extra,1
libjheatchart-java,2
librust-serde-json-1+preserve-order-dev,3
php-mdb2-driver-mysql,1
tcl-doc,2
node-merge,2
libghc-entropy-prof,1
libpathplan4,154
golang-glog-dev,85
gcc-12-riscv64-linux-gnu,18
libswami1,4
librust-quote-1-dev,15
librust-reference-counted-singleton-0.1+default-dev,1
fcitx-m17n,1
jacal,1
dict-freedict-pol-eng,1
dmtracedump,3
libx32lsan0-amd64-cross,1
libghc-hxt-http-doc,1
librust-smallvec-dev,1
netcat-traditional,4
libbpp-qt-dev,1
bitlbee-plugin-otr,1
libsratom-0-0,319
libboost-chrono1.81.0,12
python-k8sclient-doc,1
libpmempool1-debug,1
installation-guide-amd64,1
bind9-doc,1
spice-client-gtk,1
gm2-arm-linux-gnueabi,1
qt6-image-formats-plugins,2
libjaylink-dev,1
librust-ciborium-io-dev,1
fonts-yozvox-yozfont-standard-kana,2
librust-async-stream-0.3+default-dev,1
nut-cgi,1
libpowerdevilui5,4
python3-dracclient,5
libogre-1.12-dev,6
python-cvxopt-doc,1
python3-flask-session,1
cpan-listchanges,1
monodoc-mono-fuse-manual,1
puppet-module-richardc-datacat,5
libmodule-install-authorrequires-perl,3
fuse-overlayfs,1
gnudatalanguage,4
erlang-folsom,2
vdirsyncer,1
brltty-x11,1
dict-freedict-eng-pol,1
libsbml5-examples,1
git-gui,2
cl-sql-aodbc,1
ruby-commander,1
libghc-twitter-types-doc,1
libgoffice-0.10-dev,2
python3-mpv,2
librust-backoff-dev,1
kgb,1
libghc-failure-dev,2
gnat-11-powerpc64le-linux-gnu,1
libusb3380-dev,1
node-crc32,1
python-nxs-doc,1
minetest-data,32
dragonplayer,6
libmodulemd-dev,1
libstdc++-12-pic-powerpc-cross,1
iitii,1
libmrpt-math-dev,23
globus-gram-audit,1
gccgo-11-arm-linux-gnueabihf,1
rsyslog-hiredis,1
liblog4cpp-doc,1
qbs-dev,1
node-lynx,3
libexec-maven-plugin-java,21
buskill,1
libghc-terminfo-prof-0.4.1.5-83c64,2
ruby-jquery-ui-rails,1
r-cran-pscbs,1
libatomic1-mipsr6-cross,67
node-colorette,14
libqcheck-ounit-ocaml-yls12,2
jhead,3
libghc-http-doc,1
camlidl,2
libtie-encryptedhash-perl,1
liblscp-dev,1
r-cran-bit64,101
libreoffice-l10n-et,4
gccgo-11-arm-linux-gnueabi,1
octave-audio,1
libghc-gluraw-prof-2.0.0.5-cdb40,1
libmono-system-web-applicationservices4.0-cil,81
libstring-dirify-perl,1
fcitx5-frontend-tmux,1
node-vscode-debugprotocol,1
libost-conop2.3,22
python3-sphinxcontrib-pecanwsme,1
libtsk19,46
liblimesuite-dev,1
libayatana-common-dev,1
libobjc-12-dev-i386-cross,9
ruby-concurrent,372
liborocos-kdl-dev,44
batalert,1
libanyevent-redis-perl,1
gnome-dvb-client,2
jython-doc,1
librust-err-derive-dev,1
xgridfit,2
libclj-stacktrace-clojure,2
php8.2-http,3
lazarus-ide-gtk2,1
mate-system-monitor,1
libheadius-options-java-doc,1
gccgo-12-powerpc-linux-gnu,4
php-constant-time,2
gobjc++-12-multilib-mips64el-linux-gnuabi64,2
php-ssh2-all-dev,1
golang-github-git-lfs-wildmatch-dev,2
ngspice,3
python3-mintpy,2
libc-ares2,1103
librust-symbolic-demangle-9-dev,1
libkf5runner-dev,1
libghc-hindent-prof,1
python3-barbicanclient,66
libkf5notifications-dev,6
python3-odoorpc,1
ruby-tty-spinner,1
speechd-up,1
libthai-dev,254
librust-fallible-iterator-0.2-dev,8
gvfs-fuse,10
docker-registry,1
libpng-dev,521
xbase-clients,1
librust-cexpr-dev,1
syslog-ng,1
libbpp-core4,20
librust-futures-io-0.3+default-dev,9
libcaribou-dev,1
libkf5calendarsupport-dev,3
golang-github-bradfitz-gomemcache-dev,4
jfsutils,2
mapserver-doc,1
liblapack-dev,178
libecore-audio1,14
python3-geventhttpclient,2
fonts-gfs-artemisia,3
qdmr,1
libbiojava6-java,7
garli-examples,1
libgpiod-doc,1
libasound-dev,1
mariadb-server-10.5,1
ddcutil,2
libgetopt-argparse-perl,1
lib64asan8-i386-cross,27
hwdata,28
libghc-microlens-aeson-prof,1
libmadlib-dev,1
python3-portpicker,1
ruby-prof,1
ruby-select2-rails,1
ondir,1
libksysguardsensorfaces1,25
libaria2-0,8
diffutils,40
php-zend-code,1
aptitude-robot,1
libghc-singleton-bool-prof-0.1.6-295a9,1
libmath-bigint-perl,131
libgfortran5-m68k-cross,4
hmmer2,1
libidna-punycode-perl,1
libjs-jquery-markitup,1
libkf5solid-bin,1
libtext-qrcode-perl,2
libghc-twitter-types-lens-prof-0.11.0-72fd5,1
libghc-hslua-module-text-dev,2
liblld-16-dev,1
libopusenc-dev,1
libghc-dependent-sum-template-dev-0.1.1.1-62abf,2
libdt-utils-dev,1
elpa-counsel,1
asterisk-core-sounds-it-g722,1
libb64-0d,159
qtspeech5-flite-plugin,3
librust-wasm-bindgen+std-dev,2
libbusiness-onlinepayment-payconnect-perl,1
empire-hub,1
libttfautohint1,6
mlock,23
aide-common,1
xfce4-netload-plugin,2
elpa-puppet-mode,1
python3-nototools,1
pygac-bin,1
clevis,7
libjodconverter-java,3
gtetrinet,1
qml-module-qtmir,7
python3-preshed,2
sysnews,1
wmaker-common,8
libqsastime0,32
libqt6sql6-sqlite,7
libghc-type-equality-doc,1
libmatthew-io-java,1
libghc-flexible-defaults-dev-0.0.3-33309,2
libvirt-dev,4
python3-junitparser,2
libotf-dev,1
libtiff-doc,1
libghc-conduit-extra-doc,1
db5.3-sql-util,1
libocamlodbc-ocaml-dev,1
python3-pykdtree,8
libghc-commonmark-pandoc-prof,1
libplexus-ant-factory-java,15
libdmrconf-dev,1
python3-jwcrypto,10
gcc-multilib,7
libghc-hslua-packaging-prof,1
libectrans-dev,1
librust-tabwriter+regex-dev,1
librust-curl+static-curl-dev,1
librust-num-format-dev,1
librust-syn-1+default-dev,126
golang-github-klauspost-crc32-dev,25
libghc-curl-dev-1.3.8-949df,2
hey,1
gnome-shell-extension-panel-osd,1
libmongoc-1.0-0,15
ruby-actionpack-xml-parser,4
lomiri-url-dispatcher,8
node-lodash-reevaluate,1
libdate-iso8601-perl,3
darnwdl,1
libopencc1.1,17
ukui-bluetooth,1
uncalled,1
python3-sphinx-reredirects,1
libghc-data-binary-ieee754-dev,2
ufoai-common,3
fortunes-ga,1
libghc-persistent-sqlite-dev,2
masakari-host-monitor,1
libm4api0.3,2
libboost-random1.81.0,3
libbytes-random-secure-perl,26
libequinox-p2-engine-java,30
libgnat-11-s390x-cross,2
libb-hooks-parser-perl,2
libghc-copilot-libraries-doc,1
libtiled1,3
libcmark-gfm-extensions-dev,3
libghc-pango-prof-0.13.8.2-c3ea0,5
freeciv-client-sdl,1
gobjc-multilib-mipsisa64r6el-linux-gnuabi64,1
libfreeradius3,15
inn,3
node-tinycolor,1
libghc-base-prof-4.15.1.0-6a406,1070
libslepc-real-dev,3
libcatalyst-plugin-unicode-perl,2
virtuoso-vad-syncml,1
dict-freedict-swe-pol,1
python3-libvmdk,1
libpam-krb5-migrate-mit,1
golang-gopkg-testfixtures.v2-dev,1
libghc-gd-doc,1
libzarchive-dev,1
nfoview,1
php-horde-listheaders,35
libqt6quick3dassetimport6,7
libdolfin-dev,10
libnetfilter-log-doc,1
libwpg-dev,1
libgssrpc4,45
pinentry-qt,4
librust-cairo-sys-rs-0.14+ps-dev,1
ruby-builder,124
libghc-zxcvbn-c-prof,1
libswarmcache-java,1
libreoffice-help-da,1
libpoppler-glib-doc,1
python3-memoize,1
libmps3,11
gdc-11,24
swig4.0-examples,2
python3-twomemo,1
coccinelle-doc,1
libignition-cmake-dev,19
python-mockldap-doc,1
flatpak-xdg-utils-tests,1
tftp-hpa-dbg,1
python3-django-shortuuidfield,1
ruby-multibitnums,1
puppet-master,1
gobjc++-multilib-sparc64-linux-gnu,1
sup-mail,1
qtdeclarative5-doc,2
libopenigtlink-dev,1
libosgi-annotation-java-doc,1
sailcut,1
fcitx5-table-ipa-x-sampa,1
gambas3-gb-compress-zstd,2
libphp-adodb,1
xr-hardware,1
openbox-kde-session,1
python3-pytest-mpl,1
gnome-activity-journal,1
singular-dev-doc,1
libppx-import-ocaml-dev,1
libkf5mbox-dev,1
galileo-daemon,1
python3.11-tk,5
python3-affine,14
ruby-http-form-data,5
grub-efi-amd64-signed,3
claws-mail-dillo-viewer,2
elpa-el-mock,1
golang-github-d2r2-go-sht3x-dev,1
python3-tkrzw,1
libemail-valid-loose-perl,2
emacs-calfw,2
libglade2-dev,2
firefox-esr-l10n-af,3
libdbus-c++-doc,1
icinga2-bin,4
librust-serial-dev,1
libghc-lift-type-dev,2
libreins-ocaml-dev,1
cmis-client,1
debian-reference-common,13
libgcc-s1-mips64r6-cross,78
libc6-s390x-cross,113
primus-libs,3
python3-pylsp-black,9
libgwenhywfar79,19
python3-django-allauth,8
libvcflib1,4
ruby-solve,1
geneagrapher,1
golang-github-ensighten-udnssdk-dev,1
libpopt-dev,10
libintegers-ocaml,1
dict-freedict-gle-pol,1
aces3-data,2
libghc-constraints-dev,2
libppx-sexp-conv-ocaml-htak6,6
libgphobos-12-dev-i386-cross,5
ruby-faraday-middleware-multi-json,2
libxerces2-java,152
ruby-maxitest,1
389-ds,1
exonerate,2
flobopuyo,1
librust-clap-complete-fig-dev,1
librte-vhost23,11
python3-empy,152
wifite,3
kalarm,3
gcc-11-offload-nvptx,1
libxml-writer-perl,34
libcmrt-dev,1
flake8,4
python3-pomegranate,2
r-cran-prophet,1
vitrage-persistor,1
libvisp-ar3.5,5
libndpi-bin,2
libdbix-simple-perl,2
librust-console-dev,1
