name,refcount
highlight,2
i3-wm,1
python-buildbot-grid-view,1
dog,1
gitlab-pages,1
owncloud-client,1
python-pytorch-rocm,1
firefox-i18n-fy-nl,1
python-ipdb,1
imagemagick,47
ntl,11
brltty-udev-generic,1
cockpit-files,1
debuginfod,4
rhvoice-voice-victoria,1
uriparser,2
lib32-vulkan-mesa-layers,1
telepathy-idle,2
python-latex2mathml,2
python-pythondata-cpu-picorv32,1
rime-loengfan,2
ruby-puppet_forge,3
rhvoice-voice-volodymyr,1
python-jupyter-events,18
rkward,1
python-itanium-demangler,1
updlockfiles,1
notion,1
hawkeye,1
imv,1
glibc,12795
vim-vital,2
haskell-what4,2
pdfcrack,1
deepin-anything-dkms,1
contractor,2
libreoffice-fresh-lt,1
pcp-pmda-nginx,1
python-pydbus,2
python-zope-annotation,1
plan9port,1
gscan2pdf,1
haskell-ed25519,5
python-pysmi,3
ant,1
pixz,2
ripasso,1
mandoc,1
gnome-builder,1
serd,31
python-cftime,3
perl-test-yaml,1
haskell-dlist,246
python-pyperclip,14
python-tiktoken,2
rime-quick,1
freecell-solver,4
python-easygui,2
haskell-doctest-exitcode-stdio,1
libpulse-simple.so,139
iputils,7
tesseract-data-slv,1
python-ndindex,3
otf-ipaexfont,1
libfreeaptx.so,61
openipmi,4
php-snmp,2
xdot,1
ruby-sys-proctable,1
aarch64-linux-gnu-binutils,3
perl-test-pod,5
rocm-core,51
python-pendulum,5
ruby-websocket-extensions,2
packagekit-qt6,1
libwhereami,4
cutefish-dock,1
ming,1
haskell-tasty-discover,1
python-ini2toml,1
xorg-xeyes,1
libmagic.so,2961
java-rxtx,2
python-license-expression,3
python-sphinxcontrib-log-cabinet,1
hey,1
librist,1
gambas3-gb-web-form,1
haskell-tasty-ant-xml,1
php-legacy-fpm,1
python-jaraco.context,17
sile,1
ruby-sync,3
python-diff-match-patch,3
http-parser,56
libmad,38
python-openai,2
libreoffice-fresh-as,1
python-six,435
endeavour,1
zam-plugins-vst3,2
haskell-turtle,1
lib32-icu,52
libudisks2.so,2
firefox-developer-edition-i18n-uk,1
haskell-network,228
haskell-wide-word,5
cython,8
python-plette,1
libre2.so,5
kclock,3
python-jaraco.collections,2
lib32-libgcrypt15,2
woodpecker-cli,1
fcgi,8
python-rfc3987,2
gtkmm-4.0-docs,1
marble-maps,1
mlt,10
opencl-nvidia,21
powertop,1
libindi,4
tesseract-data-pol,1
dzen2,1
sheldon,1
lib32-libxi,34
python-pyrfc3339,20
docbook-utils,1
glade,3
python-update-checker,2
libz.so,4368
gimp-help-ro,1
jre17-openjdk-headless,1
fd,2
perl-bit-vector,4
libsord-0.so,29
bpf,2
libreoffice-still-om,1
atomicparsley,1
odt2txt,1
ripgrep-all,1
ttf-overpass,1
python-keras,7
arpwatch,1
incus,1
vim-spell-he,1
menumaker,1
navidrome,1
telepathy-gabble,4
botan,4
erlang-nox,5
libretro-kronos,1
kio-fuse,15
fstrm,9
pcmanfm,1
kooha,1
vim-spell-th,1
qmidictl,1
yabause-qt,1
potrace,62
glibmm-2.68,9
php-xsl,1
networkmanager-l2tp,1
python-klein,2
python-wsproto,10
ruby-rbnacl,1
ruby-highline,1
haskell-lucid,38
libjpeg6-turbo,1
python-joblib,3
lib32-mesa-amber,1
lua53-zlib,1
libcue,7
python-appdirs,22
wl-mirror,1
gnome-info-collect,1
ruby-power_assert,6
libfreehand,242
libnfnetlink,48
srrdb-terminal-client,1
python-ansible-compat,4
mkvtoolnix-cli,2
bugzilla,1
dma,1
gambas3-gb-eval-highlight,1
jfsutils,4
dracut,1
firefox-developer-edition-i18n-da,1
srsgui,3
haskell-storable-tuple,4
haskell-ghc-typelits-natnormalise,6
krita,2
abiword,2
sharutils,6
python-semver,3
pappl,2
xorg-fonts-alias-cyrillic,2
perl-yaml-syck,1
python-idna,441
macchanger,1
rofi-wayland,1
libdwarf,1
rebuild-detector,1
lazyjj,1
haskell-glob,53
libre.so,1
libicuio.so,1
lua52-loadkit,1
python-phpserialize,1
tracker3,1158
haskell-mountpoints,2
aspell-nn,1
prettier,1
cppunit,1
python-gcp-devrel-py-tools,1
phonon-qt5,12
audacity,1
kidentitymanagement5,2
lua53-mpack,1
lib32-libdbusmenu-gtk3,2
kodi-addon-imagedecoder-raw,1
python-grequests,1
python-tomli,249
appstream-qt,20
ksnakeduel,3
python-pep440,1
soapysdr,24
qt5-tools,17
python-click-option-group,3
haskell-integer-logarithms,331
libkexiv2,26
magnum-plugins,1
kscreen,2
megaglest-data,2
python-google-api-python-client,5
vnstat,1
ruby-minitest-sprint,1
libltc,20
dwarffortress,1
doctl,1
haskell-unagi-streams,2
gambas3-gb-xml-rpc,1
python-immutabledict,2
qt6-python-bindings,3
gnome-epub-thumbnailer,1
cutefish-qt-plugins,1
haskell-test-framework-th,1
python-filetype,1
libnss_nis,2
openfire,1
ptex,6
redo-python,1
firefox-developer-edition-i18n-ca,1
deepin-album,1
kweathercore,4
python-speg,2
libibus,38
ruby-mapping,9
python-buildbot-www,6
shotwell,1
haskell-lrucache,2
python-manhole,2
sysfsutils,7
akonadiconsole,3
talhelper,1
haskell-parsers,31
python-sybil,1
haskell-graphscc,2
python-sphinxygen,1
libxxf86vm,2950
python-tensorflow-estimator,8
wingpanel-indicator-nightlight,1
talloc,86
haskell-file-embed,70
perl-term-animation,2
firefox-developer-edition-i18n-kk,1
nbd,1
haskell-chasingbottoms,1
zita-alsa-pcmi,8
libreoffice-fresh-eu,1
libretro-mgba,1
dgen-sdl,1
lua52-luarepl,1
libevent-docs,1
lib32-pipewire-jack,1
lbreakout2,1
haskell-hls-hlint-plugin,2
fillets-ng,1
opus-docs,1
cloudflared,1
mate-panel,11
afpfs-ng,2
haskell-unicode-data,14
barrier,1
python-simplemediawiki,1
ttf-victor-mono-nerd,1
clang,51
python-readme-renderer,4
libreoffice-fresh-or,1
ttf-meslo-nerd,1
libmodplug,641
python-lz4,5
lua-bit32,2
scponly,1
perl-pegex,6
dcd,1
perl-lingua-translit,2
tesseract-data-mri,1
python-bibtexparser,2
php-legacy-apcu,1
python-pipenv,2
python-linetable,2
firefox-developer-edition-i18n-tg,1
quota-tools,1
kdsoap-qt5,2
xf86-video-vmware,2
rhino-javadoc,1
zsnes,1
fftw,771
stunnel,1
lua-dbi,1
liblangtag,243
haskell-quickcheck-assertions,1
ruby-metadata-json-lint,3
wingpanel-indicator-network,1
niri,1
python-sqlparse,29
perl-devel-stacktrace,28
lib32-libevent,1
switchboard-plug-display,1
iw,9
libcss,3
linux-zen-docs,1
wqy-zenhei,1
libstk-5.0.0.so,3
libetonyek,241
python-botocore,12
python-sphinxcontrib-newsfeed,1
tclap,1
opensearch-cli,1
python-pysocks,9
otf-latinmodern-math,1
perl-cpanplus-dist-arch,1
kig,3
python-pyopencl,1
libjuice,3
gambas3-gb-logging,1
thunderbird-i18n-es-es,1
qemu-system-hppa-firmware,4
yoshimi-lv2,2
libxfce4windowing,3
python-pallets-sphinx-themes,1
libreoffice-still-gd,1
odin2-synthesizer-lv2,2
libburn,17
happy,1
pantheon-print,1
python-kajiki,1
fishui,10
mariadb-lts,1
haskell-bug,1
splix,1
webrtc-audio-processing,4
lua51-luassert,2
ncftp,1
python-twisted,39
perl-test-exception,3
python-rencode,4
tesseract-data-tel,1
man-pages-da,1
tailspin,1
kwindowsystem5,161
qt5-xcb-private-headers,1
python-spake2,2
deepin-appearance,6
python-multivolumefile,3
aarch64-linux-gnu-gdb,1
pd-gem,1
lua-yaml,1
patatt,2
php-legacy-embed,2
shfmt,1
libwolfssl.so,29
python-threat9-test-bed,1
haskell-gi-cairo-render,4
haskell-tasty-kat,1
libsodium.so,7
libedataserverui4,4
python-flask-nav,1
frotz-sdl,1
perl-crypt-cbc,1
netcdf-fortran-openmpi,1
ruby-mixlib-config,2
python-pandas,44
onetbb,23
pulseaudio-rtp,1
lua53-vstruct,1
asciiquarium,1
kconfig,323
qqc2-desktop-style,39
sushi,1
python-pathspec,21
python-requests-oauthlib,20
bemenu-x11,1
libvorbis.so,1403
libb2,695
perl-params-classify,1
libneatvnc.so,1
atkmm,30
python-josepy,20
haskell-monad-journal,1
xfce4-mount-plugin,1
openjdk8-doc,1
libvala-0.56.so,1
rocm-hip-sdk,8
qutebrowser,1
ruby-m,1
gtkmm-docs,1
ruff-lsp,1
firefox-developer-edition-i18n-fi,1
haskell-say,3
cmt,2
firefox-i18n-da,1
lib32-libtasn1,26
python-gssapi,3
go-task,1
nomad-driver-nspawn,1
perl-font-afm,2
pangomm-2.48,7
xournalpp,1
libreoffice-fresh-ro,1
switchboard-plug-notifications,1
haskell-hoauth2,1
python-pytest-aiohttp,1
libsfml-system.so,4
flatpak-docs,1
libaec,65
haskell-wai-websockets,1
python-pyqt5-sip,42
lxsession-gtk3,1
util-linux-libs,7906
haskell-gi-cairo-connector,3
lib32-libvpx1.3,1
mtr-gtk,1
perl-dir-self,1
iodine,1
clang14,1
python-autobahn,17
qemu-system-sh4,3
bbpager,1
gtk2fontsel,1
python-seaborn,1
stardict,1
autogen,2
electrum,1
libreoffice-fresh-pa-in,1
alertmanager,1
kbookmarks,226
python-jellyfish,4
libnatpmp,9
evtest,1
haskell-text-conversions,15
buildah,2
perl-tie-ixhash,3
python-evdev,5
zig,3
python-magic-wormhole-mailbox-server,1
incidenceeditor,5
libtracefs.so,1
haskell-apply-refact,3
lua-testmore,1
ttf-font,466
libtasn1.so,21
cargo-cyclonedx,1
libreoffice-still-be,1
haskell-iproute,74
qemu-system-s390x-firmware,4
qemu-user-static-binfmt,1
python-mpv,2
projectm-sdl,1
dolphin,5
fcft,4
krdp,2
autossh,1
perl-file-slurp,8
perl-file-nfslock,1
highlight-gui,1
htmlmin,1
dovi-tool,1
nemo,12
haskell-interpolatedstring-perl6,2
doctest,1
fs-uae-launcher,1
mpc,1
python-poetry-core,5
linux-docs,2
rofimoji,1
libmygpo-qt5,1
python-rsa,26
lua52-say,3
kbounce,3
lib32-libpciaccess,33
libspectmorph,6
nccl,10
firefox-i18n-id,1
pcre2,4645
libblockdev-loop,429
otf-crimson-pro,1
ruby-process-metrics,2
haskell-hsopenssl,7
python-py3c,1
libmatrix_client.so,1
zix-docs,1
firefox-developer-edition-i18n-fur,1
openapi-generator,1
kruler,3
jsoncpp,65
java-atk-wrapper-openjdk17,1
cargo-outdated,1
libmpdclient,9
python-fastparquet,1
libreoffice-still-tr,1
qmk,1
haskell-isomorphism-class,16
haskell-monad-control,107
radcli,1
cjson,5
perlbrew,1
python-sounddevice,1
python-bowler,1
libretro-sameboy,1
libcgif,4
firefox-noscript,1
espeak-ng-espeak,1
haskell-numtype-dk,4
haskell-vector-instances,6
bob,1
python-pyswip,1
ruby-async-rest,1
python-glanceclient,1
perl-version-compare,2
python-py7zr,2
tracker3-docs,1
ruby-uri,3
kpackage,143
python-userpath,3
master_me-lv2,2
cargo-semver-checks,1
typst-lsp,1
knotifications5,124
lua53-lgi,2
vigra,4
libqxp,242
python-apsw,2
lib32-libxshmfence,25
vulkan-validation-layers,4
presenterm,1
cargo-sweep,1
python-rpyc,3
liboggz,2
umurmur,1
libcoverart,2
languagetool,1
haskell-tasty-lua,1
lua-psl,1
python-wstools,1
mxml-docs,1
ttc-iosevka-ss17,1
python-m2crypto,2
python-axolotl-curve25519,2
haskell-groups,3
thunderbird-i18n-cs,1
nethack,1
python-ntlm-auth,4
lua-penlight,7
t1lib,4
calcurse,1
haskell-ghc,57
upterm,1
gvfs-google,1
notmuch-mutt,1
git-branchless,1
eventviews,6
libreoffice-still-as,1
emacs-nativecomp,1
perl-net-idn-encode,2
sqlite-tcl,1
python-aiohttp-oauthlib,1
flickcurl,2
freeglut,196
python-pycrdt,4
torchvision,1
lua52-lanes,1
python-pylons-sphinx-themes,1
ruby-sys-uname,2
mailnag-goa-plugin,1
libreoffice-fresh-nl,1
kio-extras,21
perl-xml-xpath,3
python-sphinx,55
mgba-sdl,1
libqt5xdg,55
grep,145
toxcore,4
unzip,54
stack,1
perl-lingua-en-numbers-ordinate,1
gst-python,12
python-testscenarios,1
VIRTUALBOX-GUEST-MODULES,2
firefox-i18n-hi-in,1
xorg-xfontsel,1
ruby-sequel,1
texlive-bin,58
libportSMF.so,1
offlineimap,1
cudd,4
perl-gdtextutil,3
perl-xml-twig,5
lib32-libao,1
cddlib,10
tenacity,1
xapp,20
solid,230
redmine,1
subversion,4
opendbx,2
ruby-io-console,1
perl-extutils-installpaths,2
colord-gtk4,3
libgooglepinyin,2
python-aiomysql,1
firefox-developer-edition-i18n-cak,1
python-cffi,252
python-pytools,5
firefox-i18n-ach,1
lib32-libjpeg,17
xfce4-eyes-plugin,1
haskell-tz,3
haskell-atomic-write,8
qemu-system-nios2,3
lib32-e2fsprogs,80
kdbusaddons,273
phonegap,1
quiche,2
perl-libwww,55
intel-oneapi-compiler-dpcpp-cpp-runtime-libs,5
haskell-conduit-parse,4
perl-path-finddev,2
liblockfile,2
kdecoration5,5
notification-daemon,1
python-pytest-datafixtures,1
gtkimageview,2
asunder,1
libksane5,5
perl-html-formatter,1
hindent,1
premake3,1
libtevent.so,71
poppler-glib,77
ruby-multipart-post,9
usbguard,1
link-grammar,3
postfix-mongodb,1
deepin-qt5integration,26
fcitx5-table-extra,1
lib32-sdl2_ttf,2
openal,286
xa,1
perl-io-tee,3
kconfigwidgets5,126
cl-ppcre,4
libgdk-x11-2.0.so,2
python-pynitrokey,1
python-libevdev,2
ruby-bake-test-external,1
kile,1
python-capng,2
cl-babel,2
ruby-parser,7
python-pyee,2
libreadline.so,10249
libomxil-bellagio,2898
ca-certificates-utils,4606
python-playwright,1
zsh-doc,1
python-osc,1
python-terminado,3
dpf-plugins,1
quassel-monolithic-qt,1
openucc,1
kcoreaddons5,167
isatapd,1
lua51-luaepnf,3
copr-cli,1
lib32-llvm,1
squashfs-tools,9
libltc.so,5
libWPEBackend-fdo-1.0.so,103
libppd,16
libdmapsharing,3
haskell-prettyprinter-ansi-terminal,51
gitu,1
lib32-taglib,2
lm32-elf-binutils,2
lan-mouse,1
python-matplotlib-inline,48
uv,3
openpgp-card-tools,1
haskell-filepath-bytestring,3
libcutefish,6
geonkick-standalone,2
rp-pppoe,1
qt6-imageformats,16
libjavascriptcoregtk-4.1.so,3
template-glib,2
libreoffice-fresh-kn,1
gnome-devel-docs,1
doxygen-docs,1
python-libtmux,2
hledger,3
haskell-non-negative,2
haskell-bv-sized,3
ccfits,2
wezterm,1
python-qstylizer,2
haskell-data-checked,13
gnome-online-accounts,9
gambas3-gb-net-pop3,1
python-liteeth,2
blas64,4
haskell-html-conduit,5
python-hypothesis-fspaths,1
haskell-with-utf8,1
perl-devel-leak,4
python-tensorboard_plugin_wit,10
dhcp-helper,1
qmmp,1
htmlq,1
haskell-constraints,67
triehash,1
lib32-mesa-utils,1
python-aioitertools,2
python-pyproject-api,3
ffmpeg4.4,17
darkstat,1
dnssec-anchors,10
caja-sendto,1
ansible-lint,1
rhvoice-voice-mikhail,1
tesseract-data-bul,1
purple-plugin-pack,1
opengl-man-pages,1
cgit-aurweb,1
taglib,127
xorg-sessreg,3
kreport,2
font-manager,1
python-awscrt,1
python-antlr4,2
python-django-debug-toolbar,1
python-booleanoperations,3
cvc4,3
alsa-lib,1605
python-dulwich,11
pystring,11
gimp-nufraw,1
mypaint,1
gimp-help-lt,1
baloo,13
perl-xml-libxml-simple,2
datovka,1
haskell-distributive,305
qt6-quick3d,8
firefox-i18n-skr,1
jack-stdio,1
fcitx5,20
encfs,1
neovim-qt,1
libjpeg.so,2612
perl-archive-extract,4
kde-games-meta,2
arch-hs,1
munge,2
mythes-pl,1
rocm-device-libs,29
libnsl,7271
jose,5
postgresql-old-upgrade,2
ruby-rubocop-performance,1
libcrossguid,1
python-pytest-mpi,1
texlive-music,2
perl-file-chdir,21
lib32-libnghttp2,35
openscad,1
libreoffice-fresh-vi,1
jpegexiforient,1
perl-type-tiny,7
libcap.so,2891
haskell-hasql-pool,3
hcxkeys,1
colord-kde,3
convertlit,33
python-consolekit,2
luminancehdr,1
python-arpeggio,2
ruby-unicode-emoji,1
lua-luautf8,1
apcupsd,1
ragel,3
libdispatch,2
otf-firamono-nerd,1
python-internetarchive,1
ogmtools,1
aspnet-targeting-pack,1
libverto.so,7329
perl-xml-parser,29
qxlsx-qt6,1
gambas3-gb-db-postgresql,1
expat,6265
ruby-thin,1
haskell-monadprompt,5
eog-docs,1
ifuse,1
python-tox,2
haskell-assoc,240
libkolabxml,10
python-pooch,48
print-manager,2
python-pysolr,1
kguiaddons5,133
libsbc.so,61
lib32-libxxf86vm,20
python-aspectlib,1
python-marisa,1
libdbusmenu-glib,96
libwayland-client.so,19
haskell-html-parse,1
python-fsspec,4
python-hexdump,3
breeze5,1
lib32-libappindicator-gtk3,1
libperconaserverclient,2
jhead,1
disomaster,1
gstreamer-docs,1
allegro4,1
uboot-tools,1
python-qtawesome,3
hunspell-es_hn,1
uncertainty-framework,1
haskell-stateref,1
nginx-mainline,1
haskell-ansi-terminal,208
lsp-plugins-ladspa,2
tesseract-data-msa,1
python-jmespath,26
unrealircd,1
x-server,1
coq-doc,1
python-pytest-twisted,1
haskell-hourglass,86
cudnn,11
libnova,5
libreoffice-still-da,1
pipesocks,1
fcitx-qt5,5
lurk,1
liborcania.so,6
libretro-picodrive,1
thunderbird-i18n-sq,1
thermald,1
python-pyqrcode,1
fractal,1
libcsound64.so,1
perl-html-parser,72
nautilus-share,1
libolm,11
python-click-didyoumean,3
python-oscpy,1
libncursesw.so,10712
libmwaw,241
debugedit,4
perl-text-markdown,1
libretro-beetle-pce,1
python-pytesseract,2
haskell-shakespeare,16
sudo,13
harfbuzz-docs,1
python-three-merge,2
one_gadget,1
telegram-desktop,1
perl-module-build-tiny,1
eog-plugins,1
qt6-examples,1
dmidecode,19
haskell-criterion-measurement,5
thunderbird-i18n-sr,1
jc303-vst3,1
foomatic-db-nonfree-ppds,1
haskell-gi-gio,15
python-rcssmin,4
libreoffice-still-mk,1
wesnoth,1
python-sphinx-click,1
python-networkx,18
gitsign,1
python-dbus-next,1
phonon-qt5-vlc,1
haskell-data-tree-print,1
sqlite-doc,1
kitemmodels,172
python-nbval,1
fnlfmt,1
bat-extras,1
tesseract-data-mar,1
python-fints,1
aircrack-ng,3
rime-luna-pinyin,17
kmail-account-wizard,5
python-dominate,2
libfcft.so,2
libfftw3f_threads.so,16
libwebkit2gtk-4.0.so,1
libretro-pcsx2,1
otf-cormorant,1
level-zero-loader,42
capitaine-cursors,1
haskell-hslua-aeson,9
lf,1
python-qtpy,9
difftastic,1
gloox,2
opnplug-lv2,2
firefox-i18n-mr,1
xorg-setxkbmap,75
perl-io-socket-ssl,16
lib32-libcups,13
qt5-remoteobjects,1
haskell-unliftio,92
vamp-plugin-sdk,7
packeth,1
lib32-slang,2
kdevelop,5
tesseract-data-deu_frak,1
haskell-tls-session-manager,5
python-xxhash,6
lib32-libidn,1
deepin-printer,1
lua51-yaml,1
libsystemd,165
haskell-sqlite-simple,31
python-xapian-haystack,1
libaudit.so,5458
gnome-screenshot,1
libpng12,2
python-click-completion,1
udiskie,1
soapynetsdr,1
thunderbird-dark-reader,1
libqmi-glib.so,21
haskell-cipher-aes,1
ubuntu-keyring,1
libgles,113
mpv,27
libreoffice-fresh-cs,1
qperf,1
lua52-semver,1
liblas,2
rpm-sequoia,6
kubectl,7
soju,1
intel-gpu-tools,1
cl-trivial-gray-streams,4
haskell-expiring-cache-map,2
mvt,1
enigma,1
opensmtpd-filter-rspamd,1
tesseract-data-ceb,1
docopt,2
platformio-core-udev,1
vegeta,1
libreoffice,3
rrdtool,5
bucklespring,1
dbmate,1
nginx-mod-srcache,1
uncrustify,1
hwdetect,1
fish,2
gcc-d,1
haskell-special-values,1
kcoreaddons,328
figlet,1
apt,1
dateutils,1
lxrandr-gtk3,1
budgie-control-center,3
pari-seadata-small,5
monit,1
haskell-streams,1
libhyprutils.so,1
glpk,25
perl-test-deep,3
libglibmm-2.68.so,8
kakoune,2
libglkterm,2
tesseract-data-srp_latn,1
perl-dbd-mariadb,2
v2ray-geoip,2
certbot-dns-ovh,1
haskell-echo,3
ocaml-integers,2
cl-fiveam,1
python-onnxruntime-rocm,1
typescript,7
composefs,12
libldap,7337
python-virtualenv-clone,5
python-trio-asyncio,1
qalculate-gtk,1
par2cmdline,3
coreutils,4757
lightdm,12
python-fxa,1
haskell-indexed-traversable,302
haskell-lsp1.4,1
bash-language-server,1
lifeograph,1
python-pyftpdlib,1
vdpauinfo,1
lua51-lanes,1
python-adblock,1
libreoffice-still-uz,1
hwdata,2910
haskell-boundedchan,3
wasm-pack,3
python-edalize,2
libext2fs.so,429
mailman3,2
caph,1
python-pytest-tap,1
sound-theme-elementary,1
xorg-xlogo,1
variety,1
lib32-fakeroot,2
nerdctl,1
dvd+rw-tools,4
lua53-alt-getopt,1
tesseract-data-fry,1
ruby-json_pure,1
nextcloud-app-calendar,1
perl-http-negotiate,56
certbot-dns-route53,1
routersploit,1
hiera,3
gutenprint,1
bats-assert,1
mate-applet-streamer,1
libreoffice-still-km,1
blobwars,1
libusb-compat,54
lib32-libxcursor,27
thunar,5
libjson-glib-1.0.so,61
haskell-doctest-parallel,1
communicator,1
xorg-xwud,1
volume_key,431
cataclysm-dda,2
adobe-source-han-serif-hk-fonts,1
sz,3
python-pygls,5
python-poetry-plugin-export,4
kontact,3
superslicer,1
kscreenlocker,16
qt5-scxml,2
firefox-developer-edition-i18n-it,1
haskell-rio,11
mmctl,1
dpf-plugins-vst,2
chafa,2
posix-xsi,1
veracrypt,1
haskell-language-c,2
camlp5,1
kvirc,1
python-sortedcontainers,26
haskell-data-binary-ieee754,6
modem-manager-gui,1
librest-docs,1
kodi-dev,1
python-aioquic,3
python-jsonpickle,5
pdal,3
haskell-zinza,2
python-pyyaml,36
wolf-shaper-lv2,2
python-crypto,1
texlive-langpolish,1
tesseract-data-heb,1
emovix,1
haskell-configurator,1
base,1
crawl-ncurses,1
python-litex,11
perl-pdf-builder,2
gst-plugin-wpe,1
haskell-hopenpgp,2
deepin-pw-check,10
python-send2trash,19
ukui-panel,3
lua53-filesystem,9
python-outcome,6
perl-term-table,4
pipewire-media-session,1
haskell-optics-extra,5
ollama-cuda,1
haskell-cereal,138
grantlee,12
python-pycosat,1
liblo.so,29
helvum,1
perl-appconfig,4
rtmidi-docs,1
python-dill,5
perl-par-dist,4
libavcodec.so,73
lastpass-cli,1
libsidplayfp,4
python-littleutils,1
perl-capture-tiny,30
miopen-hip,10
firefox-developer-edition-i18n-is,1
lua-fluent,1
oath-toolkit,6
go,2
python-looseversion,2
latte-integrale,1
xorg-xconsole,1
fail2ban,1
ruby-mustermann,3
elementary-icon-theme,2
aws-c-http,10
liblsp-r3d-glx-lib,7
antimicrox,1
minidlna,1
gambas3-gb-form-dialog,2
firefox-developer-edition-i18n-sc,1
xsimd,2
perl-strictures,7
perl-class-methodmaker,3
mage,1
xfce4-weather-plugin,1
jupyter-jsmol,1
haskell-yesod-auth,1
perl-poe-component-ikc,1
perl-socket6,12
wpaperd,1
libreoffice-still-sr-latn,1
qtkeychain-qt5,9
libretro-yabause,1
rhvoice-voice-azamat,1
furnace,1
lrzip,4
ansible-core,8
rhvoice-voice-aleksandr,1
distcc,1
perl-extutils-xsbuilder,1
strawberry,1
python-typing_extensions,261
tree-sitter-vimdoc,5
python-intervals,4
libspelling-docs,1
python-pickleshare,2
gambas3-gb-sdl2,1
libkrb5.so,5460
xorg-appres,4
python-whitenoise,1
xbindkeys,1
pacman-contrib,6
signal-desktop,1
python-irc,1
opus,1467
python-tomli-w,4
hostapd,1
python-rstr,2
libotr,6
ttf-carlito,1
lib32-pcsclite,1
libloc,2
python-lazy-object-proxy,3
kquickimageeditor5,4
halibut,1
libretro-mesen,1
pulseaudio-equalizer,1
libmpc,181
haskell-fast-logger,44
python-graphene,1
tesseract-data-aze_cyrl,1
thunderbird-i18n-hsb,1
streamlink,1
gbrainy,1
marble,3
fcitx-configtool,1
purple-skypeweb,1
steadyflow,1
openpgp-ca,1
lua52-bitop,4
libcamera-tools,1
ctpl,2
python-wikipedia,1
haskell-versions,3
rhvoice-voice-marianna,1
perl-moo,15
ttc-iosevka-ss05,1
postgrest,1
libxdg-basedir,6
watchbind,1
linux-firmware-nfp,1
plotutils,4
reaver,1
rhonabwy,1
a2ps,1
kcolorscheme,300
vtk,13
spice-protocol,16
haskell-typed-process,138
haskell-foldable1-classes-compat,303
perl-xml-sax-base,28
ruby-json-schema,4
python-jaraco.classes,15
libre,1
lua53-jsregexp,1
perl-email-simple-creator,1
qt5-wayland,170
lib32-libdrm,32
gvfs-afc,1
haskell-clash-lib,2
scratch,1
frescobaldi,1
gnome-dictionary,1
libomemo-c,2
kmime,47
libgravatar,24
trace-cmd,2
python-ijson,2
vimiv,1
html-xml-utils,1
haskell-monad-time,3
haskell-half,15
rsnapshot,1
flatpak-xdg-utils,1
python-py_stringmatching,1
usb_modeswitch,1
openrazer-driver-dkms,3
lua51-lpeg,11
libshairport,1
lightdm-webkit-theme-litarvan,1
python-pymongo,2
python-authheaders,3
kde-dev-scripts,3
pantheon-settings-daemon,1
krusader,1
lua53-penlight,5
ruby-async-rspec,1
qps,1
wireguard-vanity-address,1
npapi-sdk,1
python-argh,2
perl-cpan-perl-releases,2
perl-test-simple,9
r2ghidra,1
python-sphinxcontrib-fulltoc,1
haskell-heredoc,3
firefox-i18n-pl,1
f3d,1
libpipeline,2
libmp3splt,1
qprint,2
feh,1
kdsoap-qt6,23
python-freezegun,3
perl-unicode-string,2
rime-prelude,6
mencoder,1
vim-spell-sw,1
python-pytest-rerunfailures,1
otf-fira-mono,1
python-pysmbc,1
python-ufolib2,1
xdg-desktop-portal-kde,14
kubie,1
ruby-metaclass,1
snd,1
ser2net,1
obconf-qt,1
python-gmpy2,23
cutefish-filemanager,1
ttf-dejavu-nerd,1
wingpanel-indicator-keyboard,1
grilo-plugins,2
libreoffice-fresh-oc,1
libwebsockets.so,5
python-buildbot-www-react,5
gtk4-demos,1
kblocks,3
elisa,3
gnome-maps,1
pdftk,1
switchboard-plug-user-accounts,1
protozero-docs,1
qt5-location,66
readstat,2
lensfun,16
busted,1
python-inflate64,3
gom-docs,1
deepin-draw,1
libkcddb,8
libdvbpsi,11
xdialog,1
perl-test-needs,1
haskell-cipher-aes128,1
libatasmart,429
qt5-mqtt,2
serf,5
nodm,1
grammalecte,1
libpeas-demos,1
python-whatthepatch,2
perl-net-ip,28
usbip,2
certbot-dns-digitalocean,1
gegl,10
python-pytest-isort,1
fcitx-mozc,1
haskell-polysemy,2
python-voluptuous,3
python-graphviz,1
foremost,1
compiler-rt,53
casync,1
linux-firmware-qlogic,1
tar,188
python-ytmusicapi,5
lvm2,4
haskell-time-locale-compat,8
perl-http-cache-transparent,1
libgcrypt15,2
vit,1
perl-config-tiny,3
shotcut,1
typos,1
synthv1,1
apko,1
python-grpcio-tools,1
gom,5
python-pygithub,1
qhull,61
python-h2,8
haskell-hslua-marshalling,19
kubernetes-control-plane-common,5
fisher,1
lpsolve,241
rtkit,96
perl-net-dns-resolver-mock,1
dragonfly-reverb-vst,2
rust-script,1
mate-terminal,1
flatbuffers,1
python-pytest-httpbin,1
python-keyring,15
fplll,5
perl-module-install,1
python-tlv8,2
libva,962
libnma-gtk4,17
mk-configure,1
vokoscreen,1
haskell-hls-cabal-fmt-plugin,2
php-legacy-mongodb,1
lib32-jack,2
perl-number-misc,2
haskell-abstract-par,3
hunspell-es_ec,1
perl-file-rsyncp,1
tcc,1
clipnotify,2
perl-dbi,20
exfat-utils,1
libedit,3045
libmodsecurity,2
jami-daemon,2
tesseract-data-kir,1
navi,1
hyphen-fr,1
qwt,8
texmaker,1
gsettings-qt,72
